validation_pair_id,modeled_event_link,identity_match_uncertain,fuzzy_link,gap_link,fy2019_2020_bridge,name_similarity,same_municipality,same_official_code,configuration_matches,capacity_relative_change,start_year_change,reviewer_a_decision,reviewer_b_decision,adjudication,stable_site_id,match_family
LV0166,False,False,True,False,False,0.363636,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_3cc6d1f92d3e,official_code_with_other_support
LV0167,False,False,True,False,False,0.352941,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_3c6da1ad8d91,official_code_with_other_support
LV0168,False,False,True,False,False,0.933333,False,False,5,0.500000,0.000000,different facility history,different facility history,unresolved: external evidence required,site_25afa92e20bf,fuzzy_name_without_code
LV0169,False,False,False,True,False,1.000000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_54043b0c5ee3,official_code_and_exact_name
LV0170,False,False,False,False,False,1.000000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_89e58126fca0,official_code_and_exact_name
LV0171,False,False,False,False,False,1.000000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_f518b5c195e1,official_code_and_exact_name
LV0172,False,False,True,False,False,0.875000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_67663a90c982,official_code_with_other_support
LV0173,False,False,True,False,False,0.888889,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_0462ddf9f90b,official_code_with_other_support
LV0174,False,False,True,False,False,0.875000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_29df7a431064,official_code_with_other_support
LV0175,False,False,True,True,False,0.900000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_8d1701eebfa2,official_code_with_other_support
LV0176,False,False,True,False,False,0.875000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_9f7992df30c2,official_code_with_other_support
LV0177,False,False,True,True,False,0.700000,True,False,4,0.250000,6.000000,same lineage but probable asset/configuration reset,indeterminate from available evidence,same lineage but probable asset/configuration reset,site_74d821747cd6,fuzzy_name_without_code
LV0178,False,False,True,True,False,0.875000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_fee4b850927d,official_code_with_other_support
LV0179,False,False,False,True,False,1.000000,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_948b6e093f85,exact_name_without_code
LV0180,False,False,True,False,False,0.952381,False,False,5,0.000000,0.000000,different facility history,different facility history,unresolved: external evidence required,site_78c2d56b5f7e,fuzzy_name_without_code
LV0181,True,False,False,False,False,1.000000,True,True,4,0.181818,31.000000,same lineage but probable asset/configuration reset,same lineage but probable asset/configuration reset,same lineage but probable asset/configuration reset,site_4f527b1e3732,official_code_and_exact_name
LV0182,True,False,False,False,False,1.000000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_ebcd098807af,official_code_and_exact_name
LV0183,False,False,False,False,False,1.000000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_05c6e6c7319c,official_code_and_exact_name
LV0184,False,False,False,False,False,1.000000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_a55400ec3a0f,official_code_and_exact_name
LV0185,False,False,True,False,False,0.727273,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_ea4fe30f106f,official_code_with_other_support
LV0186,False,False,True,False,False,0.888889,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_67d2cfc728a8,fuzzy_name_without_code
LV0187,False,False,True,False,False,0.533333,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_f0d4f0ad9d25,fuzzy_name_without_code
LV0188,False,False,True,False,False,0.833333,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_c75e7fb15e8a,fuzzy_name_without_code
LV0189,False,False,False,False,False,1.000000,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_4a212c382b67,exact_name_without_code
LV0190,False,False,True,False,False,0.733333,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_61cc6e4668c5,fuzzy_name_without_code
LV0191,False,False,True,False,False,0.733333,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_1fec7e8f55c3,fuzzy_name_without_code
LV0192,False,False,True,False,False,0.965517,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_6958d603c8ad,fuzzy_name_without_code
LV0193,False,False,False,False,False,1.000000,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_a434674ecedf,exact_name_without_code
LV0194,False,False,True,False,False,0.903226,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_f576e331e46a,fuzzy_name_without_code
LV0195,True,False,False,False,False,1.000000,True,False,4,0.091667,24.000000,same lineage but probable asset/configuration reset,same lineage but probable asset/configuration reset,same lineage but probable asset/configuration reset,site_46a5344f27b5,exact_name_without_code
LV0196,False,False,False,False,False,1.000000,True,False,4,1.000000,0.000000,same lineage but probable asset/configuration reset,same lineage but probable asset/configuration reset,same lineage but probable asset/configuration reset,site_49ababfc9f82,exact_name_without_code
LV0197,False,False,True,False,False,0.750000,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_d23b768d16db,fuzzy_name_without_code
LV0198,False,False,True,False,False,0.818182,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_9b026be29ba3,fuzzy_name_without_code
LV0199,False,False,True,False,False,0.947368,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_96bf00f98e1d,fuzzy_name_without_code
LV0200,False,False,True,False,False,0.846154,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_89e58126fca0,fuzzy_name_without_code
LV0201,True,False,True,False,False,0.952381,True,False,2,0.703704,20.000000,same lineage but probable asset/configuration reset,indeterminate from available evidence,unresolved: external evidence required,site_e22135c6e858,fuzzy_name_without_code
LV0202,False,False,False,False,False,1.000000,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_13f699d0816a,exact_name_without_code
LV0203,False,False,True,False,False,0.923077,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_fd3a613496aa,fuzzy_name_without_code
LV0204,False,False,True,False,False,0.777778,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_fc477f046dca,fuzzy_name_without_code
LV0205,False,False,False,False,False,1.000000,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_b462f8860700,exact_name_without_code
LV0206,False,False,True,False,False,0.875000,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_e6ae7274ba60,fuzzy_name_without_code
LV0207,False,False,True,False,False,0.785714,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_83114b80b276,fuzzy_name_without_code
LV0208,False,False,True,False,False,0.800000,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_9e92f415a9a7,fuzzy_name_without_code
LV0209,False,False,False,False,False,1.000000,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_47a26e2cd09e,exact_name_without_code
LV0210,False,False,True,False,False,0.833333,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_f7dbc6e38608,fuzzy_name_without_code
LV0211,False,False,True,False,False,0.869565,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_8cdea4ac5e04,fuzzy_name_without_code
LV0212,False,False,False,False,False,1.000000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_834176c12844,exact_name_without_code
LV0213,False,False,True,False,False,0.750000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_b5a9f55a799c,fuzzy_name_without_code
LV0214,False,False,False,False,False,1.000000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_b92dd77f9ce2,exact_name_without_code
LV0215,False,False,True,False,False,0.628571,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_aba00557c392,fuzzy_name_without_code
LV0216,False,False,True,False,False,0.900000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_672a14abb9c0,fuzzy_name_without_code
LV0217,False,False,True,False,False,0.903226,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_f576e331e46a,fuzzy_name_without_code
LV0218,False,False,True,False,False,0.903226,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_1cec386053ca,fuzzy_name_without_code
LV0219,False,False,False,False,False,1.000000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_48c58eb53d8d,exact_name_without_code
LV0220,False,False,True,False,False,0.956522,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_83a5da5ee977,fuzzy_name_without_code
LV0221,False,False,True,False,False,0.791667,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_bdbe301cc814,fuzzy_name_without_code
LV0222,False,False,True,False,False,0.914286,False,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_5d4438f28bd7,fuzzy_name_without_code
LV0223,False,False,True,False,False,0.705882,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_7e2b3e3d717c,fuzzy_name_without_code
LV0224,False,False,True,False,False,0.740741,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_a6c1efc08368,fuzzy_name_without_code
LV0225,False,False,True,False,False,0.918919,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_283d0c9c0a0b,fuzzy_name_without_code
LV0226,False,False,False,False,False,1.000000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_11e2ed978c0c,exact_name_without_code
LV0227,False,False,True,False,False,0.714286,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_a3cf29ac35bf,fuzzy_name_without_code
LV0228,False,False,True,False,False,0.937500,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_7aadca52202f,fuzzy_name_without_code
LV0229,False,False,True,True,False,0.880000,True,False,3,0.346154,19.000000,same lineage but probable asset/configuration reset,same lineage but probable asset/configuration reset,same lineage but probable asset/configuration reset,site_36c219a01b7c,fuzzy_name_without_code
LV0230,False,False,False,False,False,1.000000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_8d65e1adf444,exact_name_without_code
LV0231,False,False,False,False,False,1.000000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_844c8937d61c,exact_name_without_code
LV0232,False,False,False,False,False,1.000000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_bced8df308a4,exact_name_without_code
LV0233,False,False,True,False,False,0.723404,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_83114b80b276,fuzzy_name_without_code
LV0234,False,False,True,False,False,0.888889,True,True,3,0.125000,16.000000,same lineage but probable asset/configuration reset,same lineage but probable asset/configuration reset,same lineage but probable asset/configuration reset,site_9b532cc1bfa7,fuzzy_name_without_code
LV0235,False,False,True,False,False,0.952381,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_4d73aef24df8,fuzzy_name_without_code
LV0236,False,False,False,False,False,1.000000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_59342c2816d2,exact_name_without_code
LV0237,False,False,True,False,False,0.857143,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_b5df6a88a449,fuzzy_name_without_code
LV0238,False,False,True,False,False,0.800000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_aad81b2128b0,fuzzy_name_without_code
LV0239,False,False,True,False,False,0.800000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_6e0d45825fbd,fuzzy_name_without_code
LV0240,False,False,True,False,False,0.933333,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_6aa67de63385,fuzzy_name_without_code
LV0241,False,False,False,False,False,1.000000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_4c907ce69ad1,exact_name_without_code
LV0242,False,False,False,False,False,1.000000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_0bacdb1264d9,exact_name_without_code
LV0243,True,False,False,False,False,1.000000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_f03c5cb634c1,exact_name_without_code
LV0244,False,False,True,False,False,0.918919,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_283d0c9c0a0b,fuzzy_name_without_code
LV0245,False,False,True,False,False,0.761905,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_34fcfdd18f02,fuzzy_name_without_code
LV0246,False,False,True,False,False,0.705882,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_f1c42319efb2,fuzzy_name_without_code
LV0247,False,False,True,False,False,0.846154,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_89e58126fca0,fuzzy_name_without_code
LV0248,False,False,True,False,False,0.937500,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_1dd19043ef33,fuzzy_name_without_code
LV0249,False,False,False,False,False,1.000000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_dbb8b3795f4b,exact_name_without_code
LV0250,False,False,False,False,False,1.000000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_c064e5e14ed3,exact_name_without_code
LV0251,False,False,True,False,False,0.761905,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_cd153894c243,fuzzy_name_without_code
LV0252,False,False,True,False,False,0.842105,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_4ecc9a938d71,fuzzy_name_without_code
LV0253,False,False,False,False,False,1.000000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_dd811ac3d93e,exact_name_without_code
LV0254,False,False,False,False,False,1.000000,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_95584a385502,exact_name_without_code
LV0255,False,False,True,False,False,0.571429,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_97670d6da7c8,fuzzy_name_without_code
LV0256,False,False,True,False,False,0.842105,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_69b531301418,fuzzy_name_without_code
LV0257,False,False,True,False,False,0.842105,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_5a2b0257ad34,fuzzy_name_without_code
LV0258,False,False,True,False,False,0.800000,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_6ef80d5a7c63,fuzzy_name_without_code
LV0259,False,False,True,False,False,0.914286,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_78f719f49c50,fuzzy_name_without_code
LV0260,False,False,True,False,False,0.896552,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_59a7865dbe75,fuzzy_name_without_code
LV0261,False,False,True,False,False,0.842105,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_cb6f0ffc6855,fuzzy_name_without_code
LV0262,False,False,True,False,False,0.818182,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_cae2e2717754,fuzzy_name_without_code
LV0263,False,False,True,False,False,0.857143,True,False,4,0.000000,1.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_2a79420aaba2,fuzzy_name_without_code
LV0264,False,False,False,False,False,1.000000,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_4fdd4e4394df,exact_name_without_code
LV0265,False,False,True,False,False,0.869565,True,False,4,0.000000,1.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_bf2f64f0b556,fuzzy_name_without_code
LV0266,False,False,True,False,False,0.869565,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_42531790c9f8,fuzzy_name_without_code
LV0267,False,False,True,False,False,0.880000,True,False,4,0.000000,1.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_6c3e27529c90,fuzzy_name_without_code
LV0268,False,False,True,False,False,0.857143,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_a5232bc8ff6b,fuzzy_name_without_code
LV0269,False,False,False,False,False,1.000000,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_aad81b2128b0,exact_name_without_code
LV0270,False,False,False,False,False,1.000000,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_378a40c426b0,exact_name_without_code
LV0271,False,False,True,False,False,0.700000,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_094f0ce8d242,fuzzy_name_without_code
LV0272,False,False,False,False,False,1.000000,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_8a732e572486,exact_name_without_code
LV0273,False,False,False,False,False,1.000000,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_04cf6237ebdd,exact_name_without_code
LV0274,False,False,True,False,False,0.869565,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_524c21c3b8b2,fuzzy_name_without_code
LV0275,False,False,True,False,False,0.875000,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_2f4e08c84e7b,fuzzy_name_without_code
LV0276,False,False,False,False,False,1.000000,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_d7959c182b2a,exact_name_without_code
LV0277,False,False,True,False,False,0.857143,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_ffb666413ebd,fuzzy_name_without_code
LV0278,False,False,True,False,False,0.666667,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_61d3c7dd1e32,fuzzy_name_without_code
LV0279,False,False,False,False,False,1.000000,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_2588b115e7e1,exact_name_without_code
LV0280,False,False,True,False,False,0.800000,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_6177a00b12d2,fuzzy_name_without_code
LV0281,False,False,False,False,False,1.000000,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_29b836dc1859,exact_name_without_code
LV0282,False,False,True,False,False,0.814815,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_78c2d56b5f7e,fuzzy_name_without_code
LV0283,False,False,False,True,False,1.000000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_2051e2ef3a90,official_code_and_exact_name
LV0284,False,False,False,False,False,1.000000,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_053f528f6454,exact_name_without_code
LV0285,False,False,False,False,False,1.000000,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_528dd9bcb3b2,exact_name_without_code
LV0286,False,False,True,False,False,0.909091,True,False,2,0.000000,0.000000,same administrative facility history,indeterminate from available evidence,unresolved: external evidence required,site_aa982d5d6d39,fuzzy_name_without_code
LV0287,False,False,False,False,False,1.000000,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_fe2bdce8e503,exact_name_without_code
LV0288,False,False,True,False,False,0.666667,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_19fa442d3d50,official_code_with_other_support
LV0289,False,False,False,True,False,1.000000,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_6eb41151085e,exact_name_without_code
LV0290,False,False,True,False,False,0.444444,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_c32fd825e372,official_code_with_other_support
LV0291,False,False,True,False,False,0.869565,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_2c9c2246f656,official_code_with_other_support
LV0292,True,False,False,False,False,1.000000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_cc9555b7aab4,official_code_and_exact_name
LV0293,False,True,True,False,False,0.666667,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_ea9f814c23c7,official_code_with_other_support
LV0294,False,False,True,False,False,0.769231,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_269e3ecc9eaf,official_code_with_other_support
LV0295,False,False,True,False,False,0.937500,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_c87328fc012a,official_code_with_other_support
LV0296,False,False,True,False,False,0.875000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_7099a983d829,official_code_with_other_support
LV0297,False,False,True,False,False,0.777778,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_fa79888fb3f1,official_code_with_other_support
LV0298,False,False,True,False,False,0.608696,True,True,3,0.318182,32.000000,same lineage but probable asset/configuration reset,same lineage but probable asset/configuration reset,same lineage but probable asset/configuration reset,site_d4419640e410,official_code_with_other_support
LV0299,False,False,True,False,False,0.857143,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_fe2d620c009a,official_code_with_other_support
LV0300,False,False,True,False,False,0.875000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_07fbcd2c1140,official_code_with_other_support
LV0301,False,False,True,False,False,0.275862,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_7961b5a918e3,official_code_with_other_support
LV0302,False,False,False,False,False,1.000000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_d2028a98476c,official_code_and_exact_name
LV0303,False,False,True,False,False,0.842105,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_9bf7a866f302,official_code_with_other_support
LV0304,False,False,True,False,False,0.842105,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_09c234371ab5,official_code_with_other_support
LV0305,False,False,True,False,False,0.933333,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_8a95e30b4a38,official_code_with_other_support
LV0306,False,False,False,False,False,1.000000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_f5ce95f6fa72,official_code_and_exact_name
LV0307,False,False,True,False,False,0.777778,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_723fe4a12241,official_code_with_other_support
LV0308,False,False,False,True,False,1.000000,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_079cbe48fb4f,exact_name_without_code
LV0309,False,False,True,False,False,0.869565,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_276c7bb10b26,official_code_with_other_support
LV0310,False,False,True,False,False,0.137931,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_090c6b82f03e,official_code_with_other_support
LV0311,False,False,True,False,False,0.833333,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_420f5ba6a83b,official_code_with_other_support
LV0312,False,False,True,False,False,0.285714,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_94f0c751916b,official_code_with_other_support
LV0313,False,False,False,True,False,1.000000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_ece006efb439,official_code_and_exact_name
LV0314,False,False,False,True,False,1.000000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_d8ac7ec7d7e8,official_code_and_exact_name
LV0315,True,False,False,False,False,1.000000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_6a05a758c979,official_code_and_exact_name
LV0316,False,False,True,False,False,0.930233,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_41ac36bdbb1c,official_code_with_other_support
LV0317,False,False,True,False,False,0.800000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_8f5175a715aa,official_code_with_other_support
LV0318,False,False,True,False,False,0.000000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_431ed66688d0,official_code_with_other_support
LV0319,True,False,False,False,False,1.000000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_f91c01e2d37f,official_code_and_exact_name
LV0320,False,False,True,False,False,0.916667,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_870a2e94e96c,official_code_with_other_support
LV0321,False,False,True,False,False,0.894737,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_cabcfd4ead76,official_code_with_other_support
LV0322,True,False,False,False,False,1.000000,True,True,4,0.333333,0.000000,same administrative facility history,same lineage but probable asset/configuration reset,same lineage but probable asset/configuration reset,site_28999b476293,official_code_and_exact_name
LV0323,False,False,True,False,False,0.571429,True,False,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_9bf7a866f302,fuzzy_name_without_code
LV0324,False,False,True,False,False,0.375000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_76af82f3d4e8,official_code_with_other_support
LV0325,True,False,False,False,False,1.000000,True,True,3,0.500000,0.000000,same lineage but probable asset/configuration reset,same lineage but probable asset/configuration reset,same lineage but probable asset/configuration reset,site_1288f06eacb8,official_code_and_exact_name
LV0326,False,False,False,True,False,1.000000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_d5904783ba0d,official_code_and_exact_name
LV0327,False,False,True,False,False,0.380952,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_8cd31d881282,official_code_with_other_support
LV0328,False,False,True,False,False,0.736842,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_9cc0ca20c692,official_code_with_other_support
LV0329,False,False,False,True,False,1.000000,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_13f699d0816a,official_code_and_exact_name
LV0330,False,False,True,False,False,0.923077,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_af9cd814a4c8,official_code_with_other_support
LV0331,False,False,True,False,False,0.628571,True,True,5,0.000000,0.000000,same administrative facility history,same administrative facility history,same administrative facility history,site_fcccf18e619d,official_code_with_other_support
